z_mean,z_std,VaR_95_violation_rate,VaR_99_violation_rate,num_backtest_obs,avg_pred_sigma_daily,avg_pred_sigma_annual,avg_factor_risk_share,avg_specific_risk_share
0.037893734610161996,1.0658305372911003,0.04477611940298507,0.011608623548922056,603,0.009070712223590356,0.14399309254712278,0.9939856283384765,0.0060143716615233935
